2020.11.24-08.39.35,,46 , 31 , (3 5 24 3 14) , 2000 , none,  720
2020.11.24-08.39.35,,47 , 31 , (3 5 24 3 14) , 2000 , none,  577
2020.11.24-08.39.35,,48 , 31 , (3 5 24 3 14) , 2000 , none,  545
2020.11.24-08.39.35,,49 , 31 , (3 5 24 3 14) , 2000 , none,  602
2020.11.24-08.39.35,,50 , 31 , (3 5 24 3 14) , 1707 , ((5*(3*3))-14)=31 , 513
2020.11.24-08.39.35,,51 , 31 , (3 5 24 3 14) , 2000 , none,  647
2020.11.24-08.39.35,,52 , 31 , (3 5 24 3 14) , 2000 , none,  467
2020.11.24-08.39.35,,53 , 31 , (3 5 24 3 14) , 2000 , none,  522
2020.11.24-08.39.35,,54 , 31 , (3 5 24 3 14) , 2000 , none,  591
2020.11.24-08.39.35,,55 , 31 , (3 5 24 3 14) , 2000 , none,  462
2020.11.24-08.39.35,,56 , 31 , (3 5 24 3 14) , 480 , (((3*5)*3)-14)=31 , 106
2020.11.24-08.39.35,,57 , 31 , (3 5 24 3 14) , 2000 , none,  602
2020.11.24-08.39.35,,58 , 31 , (3 5 24 3 14) , 890 , (((5*3)*3)-14)=31 , 250
2020.11.24-08.39.35,,59 , 31 , (3 5 24 3 14) , 2000 , none,  587
2020.11.24-08.39.35,,60 , 31 , (3 5 24 3 14) , 2000 , none,  438
2020.11.24-08.39.35,,61 , 31 , (3 5 24 3 14) , 2000 , none,  612
2020.11.24-08.39.35,,62 , 31 , (3 5 24 3 14) , 2000 , none,  655
2020.11.24-08.39.35,,63 , 31 , (3 5 24 3 14) , 2000 , none,  566
2020.11.24-08.39.35,,64 , 31 , (3 5 24 3 14) , 2000 , none,  662
2020.11.24-08.39.35,,65 , 31 , (3 5 24 3 14) , 2000 , none,  673
2020.11.24-08.39.35,,66 , 31 , (3 5 24 3 14) , 2000 , none,  400
2020.11.24-08.39.35,,67 , 31 , (3 5 24 3 14) , 2000 , none,  683
2020.11.24-08.39.35,,68 , 31 , (3 5 24 3 14) , 2000 , none,  418
2020.11.24-08.39.35,,69 , 31 , (3 5 24 3 14) , 2000 , none,  678
2020.11.24-08.39.35,,70 , 31 , (3 5 24 3 14) , 2000 , none,  450
2020.11.24-08.39.35,,71 , 31 , (3 5 24 3 14) , 2000 , none,  597
2020.11.24-08.39.35,,72 , 31 , (3 5 24 3 14) , 2000 , none,  603
2020.11.24-08.39.35,,73 , 31 , (3 5 24 3 14) , 2000 , none,  532
2020.11.24-08.39.35,,74 , 31 , (3 5 24 3 14) , 2000 , none,  519
2020.11.24-08.39.35,,75 , 31 , (3 5 24 3 14) , 2000 , none,  644
2020.11.24-08.39.35,,76 , 31 , (3 5 24 3 14) , 2000 , none,  602
2020.11.24-08.39.35,,77 , 31 , (3 5 24 3 14) , 2000 , none,  616
